ukbench00000.jpg,"0,1,4,1,0,0,0,0,0,0,0,2,0,1,0,2,0,3,0,0,1,0,2,1,2,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0"
ukbench00001.jpg,"3,0,1,0,1,0,0,0,0,0,0,3,0,4,0,2,0,0,7,0,0,0,2,0,5,0,2,0,2,1,0,1,12,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,1,0,1,0,0,0,0,0,2,1,4,0,3,1,0,0,0,0,1,2,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0"
ukbench00003.jpg,"1,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0"
ukbench00004.jpg,"3,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,12,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0"
ukbench00005.jpg,"1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,0,0,0,0"
ukbench00006.jpg,"0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0"
ukbench00007.jpg,"0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0"
ukbench00008.jpg,"0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
ukbench00009.jpg,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,1,0,0,0,3,1,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0"
ukbench00010.jpg,"0,4,2,0,4,1,2,1,7,3,0,2,0,1,0,4,1,7,1,6,1,2,2,2,7,0,6,3,0,1,1,0,3,1,1,1,5,0,5,5,0,0,2,2,3,0,2,5,2,1,3,2,2,4,1,0,1,1,3,0,8,1,0,0,1,1,2,1,1,1,0,1,1,0,3,3,0,3,7,4,1,3,4,4,4,1,1,3,0,6,2,7,1,1,1,2,1,3,3,0,1,7,0,4,1,1,5,4,4,2,0,3,4,4,3,2,2,0,1,3,3,3,3,3,7,0,0,2"
ukbench00011.jpg,"2,4,1,3,3,0,2,0,1,1,0,2,0,9,1,3,0,1,0,3,0,6,3,3,13,6,7,1,0,4,3,0,15,0,0,0,3,1,2,1,0,4,4,4,0,3,10,0,1,0,0,2,0,2,0,1,6,10,6,0,12,1,3,3,1,2,6,0,1,2,2,8,4,0,20,0,0,7,4,3,0,0,4,5,1,6,2,3,1,3,3,2,0,2,2,4,5,5,0,1,0,0,0,2,1,1,3,0,2,2,7,0,5,1,1,0,12,4,6,7,1,7,5,0,6,0,0,7"
ukbench00012.jpg,"0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
ukbench00013.jpg,"2,6,0,2,0,0,0,0,0,0,0,2,35,1,0,22,0,1,0,0,4,0,3,0,4,6,11,0,0,0,0,0,0,0,1,0,4,0,0,2,2,0,4,2,0,0,1,0,0,1,0,0,4,1,2,0,1,10,0,0,64,0,0,0,0,0,1,0,0,0,0,1,1,0,8,0,0,0,0,4,0,3,7,0,0,9,2,0,0,4,0,1,0,1,2,11,0,0,0,0,0,0,0,0,2,0,0,2,1,4,0,0,1,2,1,4,0,0,3,5,0,0,4,0,12,0,0,9"
ukbench00014.jpg,"1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,4,1,0,0,0,0"
ukbench00015.jpg,"2,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0"
